  0   0                 6706
  0   1                 5724
  0   2                 9922
  0   3                13307
  0   4                20101
  0   5                25622
  0   6                41681
  0   7                45538
  0   8                61003
  0   9                72622
  0  10                91887
  0  11               103065
  0  12               133818
  0  13               142160
  0  14               167127
  0  15               183609
  0  16               204989
  0  17               217100
  0  18               259141
  0  19               258808
  0  20               284278
  0  21               289051
  0  22               309352
  0  23               310369
  0  24               359436
  0  25               338144
  0  26               351377
  0  27               347694
  0  28               359548
  0  29               349664
  0  30               420417
  0  31               360442
  0  32               374945
  0  33               358081
  0  34               369835
  0  35               351104
  0  36               351897
  0  37               290292
  0  38               275175
  0  39               235952
  0  40               211722
  0  41               153379
  0  42               132173
  0  43                91034
  0  44                67704
  0  45                43283
  0  46                24911
  0  47                14144
  0  48                 8614
  0  49                 2789
  0  50                 1180
  0  51                  590
  0  52                    0
  0  53                    0
  0  54                    0
  0  55                    0
  0  56                    0
  0  57                    0
  0  58                    0
  0  59                    0
  0  60                    0
  1   0                    0
  1   1                  968
  1   2                 2753
  1   3                 4556
  1   4                 7715
  1   5                10330
  1   6                16108
  1   7                22356
  1   8                32053
  1   9                40998
  1  10                53160
  1  11                64585
  1  12                81747
  1  13                97533
  1  14               119007
  1  15               137304
  1  16               159130
  1  17               176539
  1  18               200825
  1  19               219447
  1  20               245092
  1  21               263675
  1  22               284794
  1  23               294072
  1  24               312958
  1  25               327464
  1  26               349762
  1  27               354723
  1  28               365381
  1  29               359519
  1  30               372087
  1  31               384238
  1  32               400013
  1  33               391181
  1  34               389498
  1  35               373471
  1  36               383808
  1  37               366181
  1  38               343459
  1  39               305682
  1  40               277315
  1  41               237921
  1  42               197379
  1  43               152227
  1  44               118398
  1  45                82884
  1  46                56841
  1  47                32471
  1  48                18397
  1  49                 9520
  1  50                 3976
  1  51                 1192
  1  52                  578
  1  53                    0
  1  54                    0
  1  55                    0
  1  56                    0
  1  57                    0
  1  58                    0
  1  59                    0
  1  60                    0
  2   0                    0
  2   1                    0
  2   2                  661
  2   3                 1889
  2   4                 4490
  2   5                 7557
  2   6                12795
  2   7                18182
  2   8                28754
  2   9                40076
  2  10                55914
  2  11                72415
  2  12                96505
  2  13               118269
  2  14               150851
  2  15               180463
  2  16               222147
  2  17               255642
  2  18               303007
  2  19               336423
  2  20               388009
  2  21               428974
  2  22               481372
  2  23               514586
  2  24               564896
  2  25               584378
  2  26               635502
  2  27               663315
  2  28               708116
  2  29               716351
  2  30               747809
  2  31               741742
  2  32               779949
  2  33               793773
  2  34               827111
  2  35               792233
  2  36               817178
  2  37               774905
  2  38               794273
  2  39               742957
  2  40               695160
  2  41               617653
  2  42               567023
  2  43               462968
  2  44               386609
  2  45               290815
  2  46               228528
  2  47               151149
  2  48                95994
  2  49                53498
  2  50                27563
  2  51                11203
  2  52                 3478
  2  53                 1186
  2  54                    0
  2  55                    0
  2  56                    0
  2  57                    0
  2  58                    0
  2  59                    0
  2  60                    0
  3   0                    0
  3   1                    0
  3   2                    0
  3   3                  236
  3   4                  905
  3   5                 2769
  3   6                14231
  3   7                16524
  3   8                28711
  3   9                43017
  3  10                66835
  3  11                89314
  3  12               148814
  3  13               175859
  3  14               241383
  3  15               302710
  3  16               386029
  3  17               462828
  3  18               629174
  3  19               701799
  3  20               859477
  3  21               968960
  3  22              1141755
  3  23              1270121
  3  24              1590346
  3  25              1661294
  3  26              1875724
  3  27              2011907
  3  28              2240842
  3  29              2365738
  3  30              2902460
  3  31              2795488
  3  32              3081522
  3  33              3162063
  3  34              3429257
  3  35              3499264
  3  36              4349368
  3  37              3910395
  3  38              4237874
  3  39              4208730
  3  40              4496521
  3  41              3988279
  3  42              4370247
  3  43              3550872
  3  44              3376878
  3  45              2771567
  3  46              2236080
  3  47              1673737
  3  48              1429391
  3  49               778121
  3  50               520848
  3  51               243310
  3  52               121698
  3  53                31954
  3  54                16360
  3  55                    0
  3  56                    0
  3  57                    0
  3  58                    0
  3  59                    0
  3  60                    0
  4   0                    0
  4   1                    0
  4   2                    0
  4   3                    0
  4   4                  113
  4   5                  297
  4   6                 1155
  4   7                 3129
  4   8                 7352
  4   9                12549
  4  10                21979
  4  11                32773
  4  12                52011
  4  13                74606
  4  14               109960
  4  15               147430
  4  16               202620
  4  17               257229
  4  18               336839
  4  19               420456
  4  20               532982
  4  21               643097
  4  22               783769
  4  23               905209
  4  24              1078268
  4  25              1231203
  4  26              1450696
  4  27              1621869
  4  28              1839212
  4  29              1993791
  4  30              2232400
  4  31              2433338
  4  32              2733165
  4  33              2908171
  4  34              3155966
  4  35              3229183
  4  36              3546620
  4  37              3762019
  4  38              4160644
  4  39              4247152
  4  40              4402363
  4  41              4382049
  4  42              4589805
  4  43              4366243
  4  44              4232903
  4  45              3774238
  4  46              3435274
  4  47              2718086
  4  48              2191029
  4  49              1689227
  4  50              1180579
  4  51               723841
  4  52               384574
  4  53               167427
  4  54                48770
  4  55                16471
  4  56                    0
  4  57                    0
  4  58                    0
  4  59                    0
  4  60                    0
  5   0                    0
  5   1                    0
  5   2                    0
  5   3                    0
  5   4                    0
  5   5                   31
  5   6                  112
  5   7                  377
  5   8                 1526
  5   9                 3585
  5  10                 7562
  5  11                13511
  5  12                23026
  5  13                36304
  5  14                59031
  5  15                88598
  5  16               128036
  5  17               176558
  5  18               245944
  5  19               319495
  5  20               430240
  5  21               539681
  5  22               694920
  5  23               849301
  5  24              1060975
  5  25              1250694
  5  26              1511624
  5  27              1762321
  5  28              2096056
  5  29              2376726
  5  30              2777041
  5  31              3017811
  5  32              3472182
  5  33              3830518
  5  34              4350256
  5  35              4714007
  5  36              5176886
  5  37              5378370
  5  38              6009124
  5  39              6450903
  5  40              7282572
  5  41              7213448
  5  42              7866939
  5  43              7677323
  5  44              8209490
  5  45              7772398
  5  46              7547369
  5  47              6571546
  5  48              6228867
  5  49              4617670
  5  50              3882176
  5  51              2848846
  5  52              2033911
  5  53              1084904
  5  54               611882
  5  55               164849
  5  56                68385
  5  57                    0
  5  58                    0
  5  59                    0
  5  60                    0
  6   0                    0
  6   1                    0
  6   2                    0
  6   3                    0
  6   4                    0
  6   5                    0
  6   6                   33
  6   7                   76
  6   8                  281
