  0   0                    5
  0   1                    4
  0   2                   13
  0   3                   12
  0   4                   19
  0   5                   24
  0   6                   27
  0   7                   37
  0   8                   51
  0   9                   90
  0  10                  100
  0  11                  113
  0  12                  150
  0  13                  166
  0  14                  213
  0  15                  288
  0  16                  356
  0  17                  363
  0  18                  478
  0  19                  582
  0  20                  610
  0  21                  690
  0  22                  852
  0  23                  937
  0  24                 1083
  0  25                 1249
  0  26                 1422
  0  27                 1640
  0  28                 1740
  0  29                 1946
  0  30                 2163
  0  31                 2290
  0  32                 2768
  0  33                 3052
  0  34                 3184
  0  35                 3444
  0  36                 3848
  0  37                 4098
  0  38                 4604
  0  39                 4812
  0  40                 5141
  0  41                 5444
  0  42                 5950
  0  43                 6147
  0  44                 6708
  0  45                 6839
  0  46                 7211
  0  47                 7691
  0  48                 8233
  0  49                 8569
  0  50                 8922
  0  51                 9061
  0  52                 9586
  0  53                 9794
  0  54                10160
  0  55                10698
  0  56                11083
  0  57                11217
  0  58                11554
  0  59                11894
  0  60                12216
  0  61                12227
  0  62                12596
  0  63                12653
  0  64                13149
  0  65                13488
  0  66                13676
  0  67                13571
  0  68                13964
  0  69                13944
  0  70                14018
  0  71                14234
  0  72                14417
  0  73                14565
  0  74                14469
  0  75                14603
  0  76                14869
  0  77                14615
  0  78                14605
  0  79                14279
  0  80                15743
  0  81                14966
  0  82                15314
  0  83                15174
  0  84                15641
  0  85                15598
  0  86                15457
  0  87                15311
  0  88                15358
  0  89                15134
  0  90                15322
  0  91                14749
  0  92                14467
  0  93                14303
  0  94                13977
  0  95                13658
  0  96                15036
  0  97                13848
  0  98                13854
  0  99                13308
  0 100                13203
  0 101                11944
  0 102                11440
  0 103                10481
  0 104                10052
  0 105                 9133
  0 106                 8474
  0 107                 7719
  0 108                 7194
  0 109                 6254
  0 110                 5826
  0 111                 5402
  0 112                 4865
  0 113                 3840
  0 114                 3222
  0 115                 2586
  0 116                 1951
  0 117                 1509
  0 118                 1106
  0 119                  799
  0 120                  603
  0 121                  394
  0 122                  243
  0 123                  169
  0 124                  113
  0 125                   64
  0 126                   42
  0 127                   32
  0 128                   21
  0 129                    8
  0 130                    6
  0 131                    2
  0 132                    1
  0 133                    1
  0 134                    1
  0 135                    0
  0 136                    1
  0 137                    0
  0 138                    0
  0 139                    0
  0 140                    0
  0 141                    0
  0 142                    0
  0 143                    0
  0 144                    0
  0 145                    0
  0 146                    0
  0 147                    0
  0 148                    0
  0 149                    0
  0 150                    0
  0 151                    0
  0 152                    0
  0 153                    0
  0 154                    0
  0 155                    0
  0 156                    0
  0 157                    0
  0 158                    0
  0 159                    0
  0 160                    0
  1   0                    0
  1   1                    2
  1   2                    2
  1   3                    2
  1   4                    6
  1   5                    8
  1   6                   15
  1   7                   18
  1   8                   29
  1   9                   50
  1  10                   44
  1  11                   53
  1  12                   69
  1  13                   87
  1  14                  118
  1  15                  170
  1  16                  208
  1  17                  235
  1  18                  302
  1  19                  359
  1  20                  423
  1  21                  502
  1  22                  568
  1  23                  684
  1  24                  759
  1  25                  842
  1  26                  982
  1  27                 1155
  1  28                 1302
  1  29                 1463
  1  30                 1669
  1  31                 1895
  1  32                 2130
  1  33                 2349
  1  34                 2577
  1  35                 2706
  1  36                 3133
  1  37                 3344
  1  38                 3726
  1  39                 4092
  1  40                 4246
  1  41                 4762
  1  42                 4955
  1  43                 5430
