  0   0               200210
  0   1               108641
  0   2               131959
  0   3               127349
  0   4               137203
  0   5               128106
  0   6               133845
  0   7               122501
  0   8               120269
  0   9               107438
  0  10                99753
  0  11                83484
  0  12                74518
  0  13                62439
  0  14                54451
  0  15                45105
  0  16                38166
  0  17                30876
  0  18                25681
  0  19                20489
  0  20                16053
  0  21                12634
  0  22                10041
  0  23                 7786
  0  24                 6057
  0  25                 4509
  0  26                 3486
  0  27                 2631
  0  28                 1983
  0  29                 1440
  0  30                 1048
  0  31                  779
  0  32                  545
  0  33                  379
  0  34                  274
  0  35                  202
  0  36                  137
  0  37                   99
  0  38                   62
  0  39                   37
  0  40                   37
  0  41                   11
  0  42                    9
  0  43                   11
  0  44                    4
  0  45                    5
  0  46                    5
  0  47                    1
  0  48                    1
  0  49                    0
  0  50                    0
  0  51                    0
  0  52                    0
  0  53                    0
  0  54                    0
  0  55                    0
  0  56                    0
  0  57                    0
  0  58                    0
  0  59                    0
  0  60                    0
  0  61                    0
  0  62                    0
  0  63                    0
  0  64                    0
  0  65                    0
  0  66                    0
  0  67                    0
  0  68                    0
  0  69                    0
  0  70                    0
  0  71                    0
  0  72                    0
  0  73                    0
  0  74                    0
  0  75                    0
  0  76                    0
  0  77                    0
  0  78                    0
  0  79                    0
  0  80                    0
  0  81                    0
  0  82                    0
  0  83                    0
  0  84                    0
  0  85                    0
  0  86                    0
  0  87                    0
  0  88                    0
  0  89                    0
  0  90                    0
  0  91                    0
  0  92                    0
  0  93                    0
  0  94                    0
  0  95                    0
  0  96                    0
  0  97                    0
  0  98                    0
  0  99                    0
  0 100                    0
  1   0                    0
  1   1                36365
  1   2                59889
  1   3                62714
  1   4                72571
  1   5                69315
  1   6                75681
  1   7                72255
  1   8                73277
  1   9                70584
  1  10                67465
  1  11                62315
  1  12                56524
  1  13                49330
  1  14                43390
  1  15                37565
  1  16                32351
  1  17                27170
  1  18                22995
  1  19                18957
  1  20                15532
  1  21                12505
  1  22                10245
  1  23                 7882
  1  24                 6254
  1  25                 4810
  1  26                 3702
  1  27                 2881
  1  28                 2222
  1  29                 1590
  1  30                 1210
  1  31                  860
  1  32                  647
  1  33                  469
  1  34                  338
  1  35                  280
  1  36                  173
  1  37                  119
  1  38                   80
  1  39                   65
  1  40                   34
  1  41                   31
  1  42                   26
  1  43                   18
  1  44                   11
  1  45                    1
  1  46                    6
  1  47                    2
  1  48                    1
  1  49                    1
  1  50                    0
  1  51                    1
  1  52                    0
  1  53                    0
  1  54                    0
  1  55                    0
  1  56                    0
  1  57                    0
  1  58                    0
  1  59                    0
  1  60                    0
  1  61                    0
  1  62                    0
  1  63                    0
  1  64                    0
  1  65                    0
  1  66                    0
  1  67                    0
  1  68                    0
  1  69                    0
  1  70                    0
  1  71                    0
  1  72                    0
  1  73                    0
  1  74                    0
  1  75                    0
  1  76                    0
  1  77                    0
  1  78                    0
  1  79                    0
  1  80                    0
  1  81                    0
  1  82                    0
  1  83                    0
  1  84                    0
  1  85                    0
  1  86                    0
  1  87                    0
  1  88                    0
